dashboard_category,indicator,metric,geography,period,dimension_values,value_raw,value_readable,value_unit,rank_descending_within_source,source_country_count,source_chapter,source_figure,source_csv,source_chart_pdf,relevance_note,original_fields_json
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2018,"{""country_code"": ""KR"", ""year"": ""2018""}",0.8148,81.48%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1852"", ""Male"": ""0.8148"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2018""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2019,"{""country_code"": ""KR"", ""year"": ""2019""}",0.1818,18.18%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1818"", ""Male"": ""0.8182"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2019""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2019,"{""country_code"": ""KR"", ""year"": ""2019""}",0.8182,81.82%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1818"", ""Male"": ""0.8182"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2019""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2020,"{""country_code"": ""KR"", ""year"": ""2020""}",0.1811,18.11%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1811"", ""Male"": ""0.8189"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2020""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2020,"{""country_code"": ""KR"", ""year"": ""2020""}",0.8189,81.89%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1811"", ""Male"": ""0.8189"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2020""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2021,"{""country_code"": ""KR"", ""year"": ""2021""}",0.1856,18.56%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1856"", ""Male"": ""0.8144"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2021""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2021,"{""country_code"": ""KR"", ""year"": ""2021""}",0.8144,81.44%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1856"", ""Male"": ""0.8144"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2021""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2022,"{""country_code"": ""KR"", ""year"": ""2022""}",0.1861,18.61%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1861"", ""Male"": ""0.8139"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2022""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2022,"{""country_code"": ""KR"", ""year"": ""2022""}",0.8139,81.39%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1861"", ""Male"": ""0.8139"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2022""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2023,"{""country_code"": ""KR"", ""year"": ""2023""}",0.1855,18.55%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1855"", ""Male"": ""0.8145"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2023""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2023,"{""country_code"": ""KR"", ""year"": ""2023""}",0.8145,81.45%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1855"", ""Male"": ""0.8145"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2023""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2024,"{""country_code"": ""KR"", ""year"": ""2024""}",0.1854,18.54%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1854"", ""Male"": ""0.8146"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2024""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2024,"{""country_code"": ""KR"", ""year"": ""2024""}",0.8146,81.46%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1854"", ""Male"": ""0.8146"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2024""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Female,South Korea,2025,"{""country_code"": ""KR"", ""year"": ""2025""}",0.1856,18.56%,percent,20,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1856"", ""Male"": ""0.8144"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2025""}"
Talent and education,"Top AI authors and inventors (% of total) by gender, 2010–25",Male,South Korea,2025,"{""country_code"": ""KR"", ""year"": ""2025""}",0.8144,81.44%,percent,2,21,1. Research and Development,fig_1.8.4,1. Research and Development\Data\fig_1.8.4.csv,1. Research and Development\Charts\fig_1.8.4.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Female"": ""0.1856"", ""Male"": ""0.8144"", ""country"": ""South Korea"", ""country_code"": ""KR"", ""year"": ""2025""}"
Talent and education,Distribution of top AI authors and inventors by AI specialization area and country,South Korea,South Korea,,"{""Australia"": ""0.529070749"", ""Brazil"": ""0.454545455"", ""Canada"": ""0.491537583"", ""Denmark"": ""0.940310711"", ""Finland"": ""1.847786315"", ""France"": ""0.805213132"", ""Germany"": ""0.636765371"", ""India"": ""0.103161997"", ""Israel"": ""0.481629283"", ""Italy"": ""0.965089956"", ""Japan"": ""0.333481547"", ""Netherlands"": ""0.820145547"", ""Saudi Arabia"": ""0.229252636"", ""Singapore"": ""0.46072839"", ""Spain"": ""0.701619121"", ""Sweden"": ""1.96430352"", ""Switzerland"": ""0.426299393"", ""United Arab Emirates"": ""0.226986129"", ""United Kingdom"": ""0.717525215"", ""United States"": ""0.536925194"", ""specialisation_area"": ""Other AI research""}",0.153591682,0.1536,count,,,1. Research and Development,fig_1.8.5,1. Research and Development\Data\fig_1.8.5.csv,1. Research and Development\Charts\fig_1.8.5.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Australia"": ""0.529070749"", ""Brazil"": ""0.454545455"", ""Canada"": ""0.491537583"", ""Denmark"": ""0.940310711"", ""Finland"": ""1.847786315"", ""France"": ""0.805213132"", ""Germany"": ""0.636765371"", ""India"": ""0.103161997"", ""Israel"": ""0.481629283"", ""Italy"": ""0.965089956"", ""Japan"": ""0.333481547"", ""Netherlands"": ""0.820145547"", ""Saudi Arabia"": ""0.229252636"", ""Singapore"": ""0.46072839"", ""South Korea"": ""0.153591682"", ""Spain"": ""0.701619121"", ""Sweden"": ""1.96430352"", ""Switzerland"": ""0.426299393"", ""United Arab Emirates"": ""0.226986129"", ""United Kingdom"": ""0.717525215"", ""United States"": ""0.536925194"", ""specialisation_area"": ""Other AI research""}"
Talent and education,Distribution of top AI authors and inventors by AI specialization area and country,South Korea,South Korea,,"{""Australia"": ""1.485900827"", ""Brazil"": ""1.925505051"", ""Canada"": ""1.315195154"", ""Denmark"": ""2.350776778"", ""Finland"": ""2.177094768"", ""France"": ""1.054248122"", ""Germany"": ""1.430112391"", ""India"": ""1.116769556"", ""Israel"": ""1.114627769"", ""Italy"": ""1.816990349"", ""Japan"": ""0.922632281"", ""Netherlands"": ""2.316044819"", ""Saudi Arabia"": ""1.742320037"", ""Singapore"": ""1.096972356"", ""Spain"": ""1.526599846"", ""Sweden"": ""1.734968591"", ""Switzerland"": ""1.410067224"", ""United Arab Emirates"": ""2.068095839"", ""United Kingdom"": ""2.057808164"", ""United States"": ""1.542679492"", ""specialisation_area"": ""Ethics and social impact""}",0.697069943,0.6971,count,,,1. Research and Development,fig_1.8.5,1. Research and Development\Data\fig_1.8.5.csv,1. Research and Development\Charts\fig_1.8.5.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Australia"": ""1.485900827"", ""Brazil"": ""1.925505051"", ""Canada"": ""1.315195154"", ""Denmark"": ""2.350776778"", ""Finland"": ""2.177094768"", ""France"": ""1.054248122"", ""Germany"": ""1.430112391"", ""India"": ""1.116769556"", ""Israel"": ""1.114627769"", ""Italy"": ""1.816990349"", ""Japan"": ""0.922632281"", ""Netherlands"": ""2.316044819"", ""Saudi Arabia"": ""1.742320037"", ""Singapore"": ""1.096972356"", ""South Korea"": ""0.697069943"", ""Spain"": ""1.526599846"", ""Sweden"": ""1.734968591"", ""Switzerland"": ""1.410067224"", ""United Arab Emirates"": ""2.068095839"", ""United Kingdom"": ""2.057808164"", ""United States"": ""1.542679492"", ""specialisation_area"": ""Ethics and social impact""}"
Talent and education,Distribution of top AI authors and inventors by AI specialization area and country,South Korea,South Korea,,"{""Australia"": ""10.84032195"", ""Brazil"": ""10.04419192"", ""Canada"": ""11.84472726"", ""Denmark"": ""8.237939493"", ""Finland"": ""10.94035858"", ""France"": ""12.12800398"", ""Germany"": ""10.24391941"", ""India"": ""13.21456058"", ""Israel"": ""12.2746663"", ""Italy"": ""12.33766234"", ""Japan"": ""13.58381503"", ""Netherlands"": ""9.783989835"", ""Saudi Arabia"": ""9.307657038"", ""Singapore"": ""12.16542343"", ""Spain"": ""11.83500386"", ""Sweden"": ""9.063715226"", ""Switzerland"": ""11.47729136"", ""United Arab Emirates"": ""10.81967213"", ""United Kingdom"": ""10.55980505"", ""United States"": ""10.28144007"", ""specialisation_area"": ""Computer vision and image processing""}",15.04017013,15.0402,count,,,1. Research and Development,fig_1.8.5,1. Research and Development\Data\fig_1.8.5.csv,1. Research and Development\Charts\fig_1.8.5.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Australia"": ""10.84032195"", ""Brazil"": ""10.04419192"", ""Canada"": ""11.84472726"", ""Denmark"": ""8.237939493"", ""Finland"": ""10.94035858"", ""France"": ""12.12800398"", ""Germany"": ""10.24391941"", ""India"": ""13.21456058"", ""Israel"": ""12.2746663"", ""Italy"": ""12.33766234"", ""Japan"": ""13.58381503"", ""Netherlands"": ""9.783989835"", ""Saudi Arabia"": ""9.307657038"", ""Singapore"": ""12.16542343"", ""South Korea"": ""15.04017013"", ""Spain"": ""11.83500386"", ""Sweden"": ""9.063715226"", ""Switzerland"": ""11.47729136"", ""United Arab Emirates"": ""10.81967213"", ""United Kingdom"": ""10.55980505"", ""United States"": ""10.28144007"", ""specialisation_area"": ""Computer vision and image processing""}"
Talent and education,Distribution of top AI authors and inventors by AI specialization area and country,South Korea,South Korea,,"{""Australia"": ""12.6132718"", ""Brazil"": ""6.445707071"", ""Canada"": ""13.717884"", ""Denmark"": ""13.51185609"", ""Finland"": ""8.982802781"", ""France"": ""10.14817582"", ""Germany"": ""10.62319496"", ""India"": ""9.71687763"", ""Israel"": ""12.67373056"", ""Italy"": ""12.82616466"", ""Japan"": ""8.881725211"", ""Netherlands"": ""14.17350121"", ""Saudi Arabia"": ""11.41678129"", ""Singapore"": ""7.887231242"", ""Spain"": ""10.78643022"", ""Sweden"": ""9.502442916"", ""Switzerland"": ""13.99409739"", ""United Arab Emirates"": ""8.625472888"", ""United Kingdom"": ""14.36629888"", ""United States"": ""13.32972056"", ""specialisation_area"": ""Healthcare and bioinformatics""}",7.620510397,7.6205,count,,,1. Research and Development,fig_1.8.5,1. Research and Development\Data\fig_1.8.5.csv,1. Research and Development\Charts\fig_1.8.5.pdf,"Korea-specific AI talent, education, graduate, or skills indicator.","{""Australia"": ""12.6132718"", ""Brazil"": ""6.445707071"", ""Canada"": ""13.717884"", ""Denmark"": ""13.51185609"", ""Finland"": ""8.982802781"", ""France"": ""10.14817582"", ""Germany"": ""10.62319496"", ""India"": ""9.71687763"", ""Israel"": ""12.67373056"", ""Italy"": ""12.82616466"", ""Japan"": ""8.881725211"", ""Netherlands"": ""14.17350121"", ""Saudi Arabia"": ""11.41678129"", ""Singapore"": ""7.887231242"", ""South Korea"": ""7.620510397"", ""Spain"": ""10.78643022"", ""Sweden"": ""9.502442916"", ""Switzerland"": ""13.99409739"", ""United Arab Emirates"": ""8.625472888"", ""United Kingdom"": ""14.36629888"", ""United States"": ""13.32972056"", ""specialisation_area"": ""Healthcare and bioinformatics""}"
